"collection_date","pangolin_call","major_lineage"
2020-12-06,"AD.2","Other"
2020-12-07,"B.1.1.7","Alpha"
2020-12-11,"B.1","Other"
2021-01-04,"B.1.1.7","Alpha"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4.2.1","Delta"
2021-12-02,"AY.122","Delta"
2021-12-01,"B.1.617.2","Delta"
2021-11-30,"AY.122","Delta"
2021-12-01,"AY.4.2","Delta"
2021-12-01,"AY.98","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-01,"AY.4","Delta"
2021-12-04,"AY.46.5","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.36.1","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.127","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4.2.1","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-01,"AY.43","Delta"
2021-12-01,"AY.4.2.1","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-04,"AY.46.5","Delta"
2021-12-03,"AY.98","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"B.1.617.2","Delta"
2021-12-02,"B.1.617.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"BA.1","BA.1"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4.2.1","Delta"
2021-12-02,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.46.6","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.6","Delta"
2021-12-02,"B.1.617.2","Delta"
2021-12-02,"AY.120","Delta"
2021-12-04,"AY.4.2.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.34.1","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.126","Delta"
2021-12-04,"AY.43","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.43","Delta"
2021-12-05,"AY.4","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4.2","Delta"
2021-12-03,"AY.5","Delta"
2021-12-03,"AY.43","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.43","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4.2.3","Delta"
2021-12-04,"AY.111","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.46.6","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"BA.1.17.2","BA.1"
2021-12-04,"AY.4.2.1","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"AY.4.2.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"AY.79","Delta"
2021-12-03,"AY.4.2.2","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.43","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"BA.1","BA.1"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4.2.2","Delta"
2021-12-03,"AY.98","Delta"
2021-12-04,"AY.4.2.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.103","Delta"
2021-12-04,"AY.4.2.2","Delta"
2021-12-04,"AY.5","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4.2","Delta"
2021-12-02,"AY.4","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.25.1","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.121","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.111","Delta"
2021-12-02,"AY.4.8","Delta"
2021-11-30,"AY.4","Delta"
2021-12-02,"AY.98","Delta"
2021-12-04,"AY.98","Delta"
2021-12-02,"AY.46.6","Delta"
2021-12-02,"AY.4","Delta"
2021-12-04,"AY.46.5","Delta"
2021-12-02,"B.1.617.2","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.98","Delta"
2021-12-03,"AY.6","Delta"
2021-12-03,"AY.46.5","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.46.5","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.121","Delta"
2021-12-04,"AY.4","Delta"
2021-12-02,"AY.79","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"B.1.617.2","Delta"
2021-12-04,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4.2.2","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-02,"AY.5","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.36","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"B.1.617.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"B.1.617.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.46.5","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.43","Delta"
2021-12-02,"AY.4.2.1","Delta"
2021-12-02,"AY.121","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-02,"AY.43","Delta"
2021-12-02,"AY.36.1","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-02,"AY.43","Delta"
2021-12-03,"AY.4.2.2","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-02,"AY.5","Delta"
2021-12-02,"AY.33","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-03,"AY.4.2.2","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.43","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.98","Delta"
2021-12-02,"AY.127","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.4.2","Delta"
2021-12-01,"AY.46.6","Delta"
2021-12-02,"AY.42","Delta"
2021-12-02,"AY.43","Delta"
2021-12-01,"AY.127","Delta"
2021-12-01,"AY.4.5","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-01,"AY.4.2","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4.2.1","Delta"
2021-12-02,"AY.46.6","Delta"
2021-12-03,"B.1.617.2","Delta"
2021-12-02,"B.1.617.2","Delta"
2021-12-03,"AY.98","Delta"
2021-12-02,"AY.98","Delta"
2021-12-03,"AY.98","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.43","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.5","Delta"
2021-12-02,"AY.124.1.1","Delta"
2021-12-03,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.122","Delta"
2021-12-02,"AY.43","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.120","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.46.5","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4.2.2","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-01,"AY.43","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.127","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.127","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.4.2","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.98","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.121","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-02,"AY.46.5","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.43","Delta"
2021-12-03,"AY.122","Delta"
2021-12-01,"AY.4","Delta"
2021-12-01,"AY.90","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.98","Delta"
2021-12-01,"AY.122","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.122","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"B.1.617.2","Delta"
2021-12-02,"AY.5","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-01,"AY.4","Delta"
2021-12-02,"AY.4.8","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.43","Delta"
2021-11-29,"AY.4.2.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-02,"AY.98","Delta"
2021-12-02,"AY.5","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.46.5","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-02,"AY.4.2","Delta"
2021-12-02,"AY.46.5","Delta"
2021-12-02,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-03,"AY.98","Delta"
2021-12-04,"AY.4.2.1","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4.2.1","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-02,"AY.4.2.2","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"Unassigned","Other"
2021-12-04,"AY.4.2.2","Delta"
2021-12-09,"AY.98","Delta"
2021-12-08,"AY.5","Delta"
2021-12-08,"AY.4","Delta"
2021-12-08,"AY.4","Delta"
2021-12-08,"AY.4","Delta"
2021-12-08,"AY.4.2.2","Delta"
2021-12-08,"AY.4.2.2","Delta"
2021-12-08,"AY.4.2.1","Delta"
2021-12-08,"AY.4","Delta"
2021-12-09,"AY.4.2.2","Delta"
2021-12-07,"B.1.617.2","Delta"
2021-12-08,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-09,"AY.4","Delta"
2021-12-08,"AY.4.2","Delta"
2021-12-05,"AY.46.5","Delta"
2021-12-05,"AY.98","Delta"
2021-12-05,"AY.4.2.5","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.43","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.43","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-06,"AY.98","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-09,"B.1.617.2","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-07,"AY.4.8","Delta"
2021-12-08,"AY.46.6","Delta"
2021-12-07,"AY.4.8","Delta"
2021-12-08,"AY.126","Delta"
2021-12-07,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.43","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.5","Delta"
2021-12-02,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.43","Delta"
2021-12-05,"AY.43","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.4.2.1","Delta"
2021-12-03,"AY.4","Delta"
2021-12-05,"BA.1","BA.1"
2021-12-03,"AY.46.5","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"AY.5.4","Delta"
2021-12-05,"BA.1","BA.1"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.98","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.46.5","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.43","Delta"
2021-12-07,"AY.46.6","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.3","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.46.5","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-06,"AY.4.2","Delta"
2021-12-07,"AY.98","Delta"
2021-12-06,"AY.120","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-06,"AY.4.2.5","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-04,"AY.98","Delta"
2021-12-03,"AY.4","Delta"
2021-12-03,"AY.43","Delta"
2021-12-04,"AY.43","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.98","Delta"
2021-12-05,"AY.120","Delta"
2021-12-03,"AY.43","Delta"
2021-12-06,"AY.98","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-05,"AY.120","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"B.1.617.2","Delta"
2021-12-04,"AY.9.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"BA.1","BA.1"
2021-12-06,"BA.1.15.1","BA.1"
2021-12-05,"AY.98","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-05,"BA.1","BA.1"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"B.1.617.2","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-04,"AY.46.6","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.111","Delta"
2021-12-05,"AY.46.6","Delta"
2021-12-04,"AY.4","Delta"
2021-12-06,"AY.43","Delta"
2021-12-05,"B.1.617.2","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-05,"BA.1.17.2","BA.1"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-07,"BA.1","BA.1"
2021-12-05,"AY.120","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.43","Delta"
2021-12-06,"AY.34","Delta"
2021-12-06,"BA.1.17.2","BA.1"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.43","Delta"
2021-12-05,"AY.5","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-08,"AY.4.3","Delta"
2021-12-09,"AY.4.2","Delta"
2021-12-08,"AY.4","Delta"
2021-12-07,"AY.46.6","Delta"
2021-12-07,"B.1.617.2","Delta"
2021-12-07,"AY.4.3","Delta"
2021-12-07,"B.1.617.2","Delta"
2021-12-07,"AY.4.2.2","Delta"
2021-12-09,"AY.4.2.1","Delta"
2021-12-09,"AY.122","Delta"
2021-12-08,"AY.4.2.1","Delta"
2021-12-08,"AY.4.2.1","Delta"
2021-12-07,"AY.46.5","Delta"
2021-12-08,"AY.4","Delta"
2021-12-07,"AY.120","Delta"
2021-12-06,"AY.4","Delta"
2021-12-09,"AY.46.6","Delta"
2021-12-07,"AY.4","Delta"
2021-12-08,"BA.1.17.2","BA.1"
2021-12-08,"AY.4.2.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-08,"AY.4","Delta"
2021-12-06,"AY.4.9","Delta"
2021-12-07,"AY.4.3","Delta"
2021-12-09,"AY.122","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-07,"AY.4.2.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.46.5","Delta"
2021-12-06,"BA.1","BA.1"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4.2.1","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"BA.1.17.2","BA.1"
2021-12-06,"AY.43","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.6","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-06,"B.1.617.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.98.1","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.46.6","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.5","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.5","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"B.1.617.2","Delta"
2021-12-07,"AY.4.2.1","Delta"
2021-12-06,"AY.4.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.4.2.1","Delta"
2021-12-07,"AY.4","Delta"
2021-12-02,"AY.4","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-05,"B.1.617.2","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.43","Delta"
2021-12-03,"AY.4","Delta"
2021-12-04,"AY.122","Delta"
2021-12-03,"AY.4.2","Delta"
2021-12-06,"AY.43","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-04,"AY.43","Delta"
2021-12-03,"AY.4.2.2","Delta"
2021-12-04,"AY.4","Delta"
2021-12-08,"AY.4","Delta"
2021-12-07,"AY.111","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-08,"AY.4.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"BA.1","BA.1"
2021-12-08,"AY.4","Delta"
2021-12-07,"B.1.617.2","Delta"
2021-12-08,"AY.4.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-07,"AY.4","Delta"
2021-12-08,"B.1.617.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"B.1.617.2","Delta"
2021-12-08,"AY.4","Delta"
2021-12-08,"AY.43","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-06,"AY.98","Delta"
2021-12-06,"AY.98","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-07,"AY.120","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.98.1","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-06,"AY.4","Delta"
2021-12-07,"AY.43","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.98","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-08,"AY.4","Delta"
2021-12-07,"AY.36","Delta"
2021-12-06,"AY.4","Delta"
2021-12-07,"AY.4.2.2","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-08,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-06,"B.1.617.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.6","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.98.1","Delta"
2021-12-06,"AY.98","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.4.2.2","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-05,"AY.4.2","Delta"
2021-12-08,"B.1.617.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.46.6","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-07,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.122.5","Delta"
2021-12-04,"AY.4","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-05,"AY.46.5","Delta"
2021-12-03,"AY.126","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-05,"AY.4.2","Delta"
2021-12-05,"AY.4.2.2","Delta"
2021-12-05,"AY.43","Delta"
2021-12-04,"AY.4","Delta"
2021-12-04,"AY.4","Delta"
2021-12-03,"AY.4","Delta"
2021-12-05,"AY.4","Delta"
2021-12-07,"AY.4.2.2","Delta"
2021-12-08,"AY.4","Delta"
2021-12-08,"AY.4","Delta"
2021-12-08,"AY.4","Delta"
2021-12-06,"AY.120","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.98","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-06,"AY.4","Delta"
2021-12-08,"AY.126","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-07,"AY.4.2","Delta"
2021-12-08,"AY.5","Delta"
2021-12-09,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
2021-12-08,"AY.120","Delta"
2021-12-08,"AY.5","Delta"
2021-12-07,"AY.4","Delta"
2021-12-07,"BA.1.17.2","BA.1"
2021-12-08,"B.1.617.2","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-07,"AY.4.2","Delta"
2021-12-07,"AY.4","Delta"
2021-12-08,"BA.1.15","BA.1"
2021-12-07,"AY.46.5","Delta"
2021-12-07,"AY.98","Delta"
2021-12-08,"AY.4","Delta"
2021-12-09,"AY.4","Delta"
2021-12-07,"AY.4","Delta"
